Formula,SMILES,Tot_atoms,Tot_nH_atoms,Dataset_no,Molecular_weight,IUPAC_chemname,Metalloid,EPISUITE,InChI_Code,InChI_Key,Boiling_Point,BP_basis,EPIsuite_output,MP,Basis,Life
C2H6BrP,CPCBr,10,4,7079,140.948,(bromomethyl)(methyl)phosphane,N,CPCBr,"InChI=1S/C2H6BrP/c1-4-2-3/h4H,2H2,1H3",InChIKey=MJYMGGJVPPDNBK-UHFFFAOYSA-N,94.12,Pr,    94.12(BP est)    -72.38(MP est)      ----(BP exp)      ----(MP exp)  CPCBr ,-72.38,Pred,N
CH3BrFP,PC(Br)F,7,4,7207,144.911,(bromofluoromethyl)phosphane,N,PC(Br)F,"InChI=1S/CH3BrFP/c2-1(3)4/h1H,4H2",InChIKey=SSYJAKLDLHSPIL-UHFFFAOYSA-N,78.27,Pr,    78.27(BP est)    -81.66(MP est)      ----(BP exp)      ----(MP exp)  PC(Br)F ,-81.66,Pred,N
CH3BrClP,BrC(P)Cl,7,4,8439,161.363,(bromochloromethyl)phosphane,N,BrC(P)Cl,"InChI=1S/CH3BrClP/c2-1(3)4/h1H,4H2",InChIKey=HYSNATASQDNNFK-UHFFFAOYSA-N,126.92,Pr,   126.92(BP est)    -52.80(MP est)      ----(BP exp)      ----(MP exp)  BrC(P)Cl ,-52.8,Pred,N
C2H4IP,PC(I)=C,8,4,9593,185.932,(1-iodovinyl)phosphane,N,PC(I)=C,"InChI=1S/C2H4IP/c1-2(3)4/h1,4H2",InChIKey=XNYZGLHNHVDKQR-UHFFFAOYSA-N,140.19,Pr,   140.19(BP est)    -59.48(MP est)      ----(BP exp)      ----(MP exp)  PC(I)=C ,-59.48,Pred,N
C2H4IP,PC=CI,8,4,9594,185.932,(2-iodovinyl)phosphane,N,PC=CI,"InChI=1S/C2H4IP/c3-1-2-4/h1-2H,4H2",InChIKey=DZBSALKGTCZYGX-UHFFFAOYSA-N,154.72,Pr,   154.72(BP est)    -49.91(MP est)      ----(BP exp)      ----(MP exp)  PC=CI ,-49.91,Pred,N
C2H4IP,IC1CP1,8,4,9595,185.932,2-iodophosphirane,N,IC1CP1,"InChI=1S/C2H4IP/c3-2-1-4-2/h2,4H,1H2",InChIKey=ZRDGUOAVBUAGGY-UHFFFAOYSA-N,130.38,Pr,   130.38(BP est)    -51.94(MP est)      ----(BP exp)      ----(MP exp)  IC1CP1 ,-51.94,Pred,N
CH2IOP,O=PCI,6,4,9718,187.904,(iodomethyl)(oxo)phosphane,N,O=PCI,InChI=1S/CH2IOP/c2-1-4-3/h1H2,InChIKey=XCIYHYCKLRKHLT-UHFFFAOYSA-N,169.36,Pr,   169.36(BP est)    -31.24(MP est)      ----(BP exp)      ----(MP exp)  O=PCI ,-31.24,Pred,N
C2H6IP,IC(P)C,10,4,9722,187.948,(1-iodoethyl)phosphane,N,IC(P)C,"InChI=1S/C2H6IP/c1-2(3)4/h2H,4H2,1H3",InChIKey=LDXKPTMCGLGUBH-UHFFFAOYSA-N,134.43,Pr,   134.43(BP est)    -60.80(MP est)      ----(BP exp)      ----(MP exp)  IC(P)C ,-60.8,Pred,N
C2H6IP,ICCP,10,4,9723,187.948,(2-iodoethyl)phosphane,N,ICCP,"InChI=1S/C2H6IP/c3-1-2-4/h1-2,4H2",InChIKey=KZABACHBBRSJTP-UHFFFAOYSA-N,147.95,Pr,   147.95(BP est)    -49.35(MP est)      ----(BP exp)      ----(MP exp)  ICCP ,-49.35,Pred,N
C2H6IP,CPCI,10,4,9724,187.948,(iodomethyl)(methyl)phosphane,N,CPCI,"InChI=1S/C2H6IP/c1-4-2-3/h4H,2H2,1H3",InChIKey=NEYABKOSKQSPPS-UHFFFAOYSA-N,128.58,Pr,   128.58(BP est)    -63.19(MP est)      ----(BP exp)      ----(MP exp)  CPCI ,-63.19,Pred,N
CH3FIP,PC(F)I,7,4,9890,191.912,(fluoroiodomethyl)phosphane,N,PC(F)I,"InChI=1S/CH3FIP/c2-1(3)4/h1H,4H2",InChIKey=MSGACGSXYPNVPZ-UHFFFAOYSA-N,113.59,Pr,   113.59(BP est)    -72.22(MP est)      ----(BP exp)      ----(MP exp)  PC(F)I ,-72.22,Pred,N
CH3Br2P,BrC(P)Br,7,4,10956,205.817,(dibromomethyl)phosphane,N,BrC(P)Br,"InChI=1S/CH3Br2P/c2-1(3)4/h1H,4H2",InChIKey=UZYVCPJTSNLBQL-UHFFFAOYSA-N,151.87,Pr,   151.87(BP est)    -30.57(MP est)      ----(BP exp)      ----(MP exp)  BrC(P)Br ,-30.57,Pred,N
CH3ClIP,ClC(P)I,7,4,11038,208.363,(chloroiodomethyl)phosphane,N,ClC(P)I,"InChI=1S/CH3ClIP/c2-1(3)4/h1H,4H2",InChIKey=FPQQDZIVOJCDGI-UHFFFAOYSA-N,159.55,Pr,   159.55(BP est)    -44.14(MP est)      ----(BP exp)      ----(MP exp)  ClC(P)I ,-44.14,Pred,N
CH3BrIP,PC(Br)I,7,4,12629,252.817,(bromoiodomethyl)phosphane,N,PC(Br)I,"InChI=1S/CH3BrIP/c2-1(3)4/h1H,4H2",InChIKey=HAMHOJFHITYRMI-UHFFFAOYSA-N,183.04,Pr,   183.04(BP est)    -22.34(MP est)      ----(BP exp)      ----(MP exp)  PC(Br)I ,-22.34,Pred,N
CH3I2P,PC(I)I,7,4,13326,299.818,(diiodomethyl)phosphane,N,PC(I)I,"InChI=1S/CH3I2P/c2-1(3)4/h1H,4H2",InChIKey=XHRWBAREYYXXDP-UHFFFAOYSA-N,212.27,Pr,   212.27(BP est)    -14.68(MP est)      ----(BP exp)      ----(MP exp)  PC(I)I ,-14.68,Pred,N
C2H3OP,C#C[P]([H])([H])=O,7,4,14952,74.0188,ethynylphosphine oxide,N,C#CP=O,"InChI=1S/C2H3OP/c1-2-4-3/h1H,4H2",InChIKey=BHOQIUAEVAFHDZ-UHFFFAOYSA-N,93.03,Pr,    93.03(BP est)    -53.43(MP est)      ----(BP exp)      ----(MP exp)  C#CP=O ,-53.43,Pred,N
C2H5OP,C=C[P]([H])([H])=O,9,4,14953,76.0348,vinylphosphine oxide,N,C=CP=O,"InChI=1S/C2H5OP/c1-2-4-3/h2H,1,4H2",InChIKey=BGUGKYYWOBECPJ-UHFFFAOYSA-N,82.61,Pr,    82.61(BP est)    -80.84(MP est)      ----(BP exp)      ----(MP exp)  C=CP=O ,-80.84,Pred,N
C2H7OP,CC[P]([H])([H])=O,11,4,14955,78.0508,ethylphosphine oxide,N,CCP=O,"InChI=1S/C2H7OP/c1-2-4-3/h2,4H2,1H3",InChIKey=AZHPCFQBBJISDG-UHFFFAOYSA-N,84.45,Pr,    84.45(BP est)    -79.42(MP est)      ----(BP exp)      ----(MP exp)  CCP=O ,-79.42,Pred,N
CH4FOP,FC[P]([H])([H])=O,8,4,14958,82.0142,(fluoromethyl)phosphine oxide,N,O=PCF,"InChI=1S/CH4FOP/c2-1-4-3/h1,4H2",InChIKey=HNSMUTDXBKABOD-UHFFFAOYSA-N,61.88,Pr,    61.88(BP est)    -91.35(MP est)      ----(BP exp)      ----(MP exp)  O=PCF ,-91.35,Pred,N
CH4ClOP,ClC[P]([H])([H])=O,8,4,14972,98.4658,(chloromethyl)phosphine oxide,N,O=PCCl,"InChI=1S/CH4ClOP/c2-1-4-3/h1,4H2",InChIKey=AVCYPPTVQFMAGG-UHFFFAOYSA-N,124.47,Pr,   124.47(BP est)    -58.41(MP est)      ----(BP exp)      ----(MP exp)  O=PCCl ,-58.41,Pred,N
CH4BrOP,BrC[P]([H])([H])=O,8,4,15016,142.92,(bromomethyl)phosphine oxide,N,O=PCBr,"InChI=1S/CH4BrOP/c2-1-4-3/h1,4H2",InChIKey=JYKGNOUHXFYOCW-UHFFFAOYSA-N,137.34,Pr,   137.34(BP est)    -39.72(MP est)      ----(BP exp)      ----(MP exp)  O=PCBr ,-39.72,Pred,N
CH4IOP,IC[P]([H])([H])=O,8,4,15055,189.92,(iodomethyl)phosphine oxide,N,O=PCI,"InChI=1S/CH4IOP/c2-1-4-3/h1,4H2",InChIKey=BLEUWEYHNOFEMK-UHFFFAOYSA-N,169.36,Pr,   169.36(BP est)    -31.24(MP est)      ----(BP exp)      ----(MP exp)  O=PCI ,-31.24,Pred,N
H3O2PS,O=P(O)([H])S,7,4,15114,98.0558,"phosphonothioic O,S-acid",N,O=P(O)([H])S,"InChI=1S/H3O2PS/c1-3(2)4/h3H,(H2,1,2,4)",InChIKey=FUWGSUOSJRCEIV-UHFFFAOYSA-N,144.4608556,Pr,   480.00(BP est)     90.27(MP est)      ----(BP exp)      ----(MP exp)  O=P(O)([H])S ,90.27,Pred,N
H3OPS2,O=P([H])(S)S,7,4,15117,114.117,"phosphonodithioic S,S-acid",N,O=P([H])(S)S,"InChI=1S/H3OPS2/c1-2(3)4/h2H,(H2,1,3,4)",InChIKey=FLQUDUCNBDGCRI-UHFFFAOYSA-N,154.226183,Pr,   480.00(BP est)     90.27(MP est)      ----(BP exp)      ----(MP exp)  O=P([H])(S)S ,90.27,Pred,N
C4H3P,C#CPC#C,8,5,1270,82.0418,diethynylphosphane,N,C#CPC#C,"InChI=1S/C4H3P/c1-3-5-4-2/h1-2,5H",InChIKey=LHVNTSSULCQERE-UHFFFAOYSA-N,80.89,Pr,    80.89(BP est)    -47.90(MP est)      ----(BP exp)      ----(MP exp)  C#CPC#C ,-47.9,Pred,N
C4H5P,C#CP1CC1,10,5,1537,84.0578,1-ethynylphosphirane,N,C#CP1CC1,"InChI=1S/C4H5P/c1-2-5-3-4-5/h1H,3-4H2",InChIKey=BGCXRXSFIGRQLQ-UHFFFAOYSA-N,82.31,Pr,    82.31(BP est)    -58.81(MP est)      ----(BP exp)      ----(MP exp)  C#CP1CC1 ,-58.81,Pred,N
C4H5P,P1C=CC=C1,10,5,1538,84.0578,1H-phosphole,N,P1C=CC=C1,InChI=1S/C4H5P/c1-2-4-5-3-1/h1-5H,InChIKey=DJMUYABFXCIYSC-UHFFFAOYSA-N,83.66,Pr,    83.66(BP est)    -83.98(MP est)      ----(BP exp)      ----(MP exp)  P1C=CC=C1 ,-83.98,Pred,N
C4H5P,C=CPC#C,10,5,1539,84.0578,ethynyl(vinyl)phosphane,N,C=CPC#C,"InChI=1S/C4H5P/c1-3-5-4-2/h1,4-5H,2H2",InChIKey=ACFWRBMZQQFRPZ-UHFFFAOYSA-N,70.28,Pr,    70.28(BP est)    -75.37(MP est)      ----(BP exp)      ----(MP exp)  C=CPC#C ,-75.37,Pred,N
C3H3OP,O=PCC#C,8,5,1898,86.0298,oxo(prop-2-yn-1-yl)phosphane,N,O=PCC#C,"InChI=1S/C3H3OP/c1-2-3-5-4/h1H,3H2",InChIKey=YNMIRJFMFIBMBL-UHFFFAOYSA-N,116.86,Pr,   116.86(BP est)    -40.84(MP est)      ----(BP exp)      ----(MP exp)  O=PCC#C ,-40.84,Pred,N
C2H3N2P,C1=NPC=N1,8,5,1899,86.0338,"2H-1,4,2-diazaphosphole",N,C1=NPC=N1,"InChI=1S/C2H3N2P/c1-3-2-5-4-1/h1-2,5H",InChIKey=KFUCADOYNAEFEA-UHFFFAOYSA-N,114.47,Pr,   114.47(BP est)    -14.71(MP est)      ----(BP exp)      ----(MP exp)  C1=NPC=N1 ,-14.71,Pred,N
C4H7P,CP1C=CC1,12,5,1919,86.0738,"1-methyl-1,2-dihydrophosphete",N,CP1C=CC1,"InChI=1S/C4H7P/c1-5-3-2-4-5/h2-3H,4H2,1H3",InChIKey=QSGMFALYFJWMJH-UHFFFAOYSA-N,79.14,Pr,    79.14(BP est)    -84.60(MP est)      ----(BP exp)      ----(MP exp)  CP1C=CC1 ,-84.6,Pred,N
C4H7P,C=CP1CC1,12,5,1920,86.0738,1-vinylphosphirane,N,C=CP1CC1,"InChI=1S/C4H7P/c1-2-5-3-4-5/h2H,1,3-4H2",InChIKey=QVLNKOXVWAOWRR-UHFFFAOYSA-N,71.72,Pr,    71.72(BP est)    -86.27(MP est)      ----(BP exp)      ----(MP exp)  C=CP1CC1 ,-86.27,Pred,N
C4H7P,P1C=CCC1,12,5,1921,86.0738,"2,3-dihydro-1H-phosphole",N,P1C=CCC1,"InChI=1S/C4H7P/c1-2-4-5-3-1/h1,3,5H,2,4H2",InChIKey=BESIKFZDYUEIPV-UHFFFAOYSA-N,80.42,Pr,    80.42(BP est)    -85.30(MP est)      ----(BP exp)      ----(MP exp)  P1C=CCC1 ,-85.3,Pred,N
C4H7P,C#CCCP,12,5,1922,86.0738,but-3-yn-1-ylphosphane,N,C#CCCP,"InChI=1S/C4H7P/c1-2-3-4-5/h1H,3-5H2",InChIKey=ACCPWJCVBSFRAA-UHFFFAOYSA-N,93.35,Pr,    93.35(BP est)    -59.57(MP est)      ----(BP exp)      ----(MP exp)  C#CCCP ,-59.57,Pred,N
C4H7P,CC(P)C#C,12,5,1923,86.0738,but-3-yn-2-ylphosphane,N,CC(P)C#C,"InChI=1S/C4H7P/c1-3-4(2)5/h1,4H,5H2,2H3",InChIKey=XJQVJDWOHYCPGO-UHFFFAOYSA-N,78.55,Pr,    78.55(BP est)    -71.39(MP est)      ----(BP exp)      ----(MP exp)  CC(P)C#C ,-71.39,Pred,N
C4H7P,C(=C)=C(P)C,12,5,1924,86.0738,"buta-2,3-dien-2-ylphosphane",N,C(=C)=C(P)C,"InChI=1S/C4H7P/c1-3-4(2)5/h1,5H2,2H3",InChIKey=FJMSLUMCPHPSBT-UHFFFAOYSA-N,68.12,Pr,    68.12(BP est)   -106.07(MP est)      ----(BP exp)      ----(MP exp)  C(=C)=C(P)C ,-106.07,Pred,N
C4H7P,PC1CC=C1,12,5,1925,86.0738,cyclobut-2-en-1-ylphosphane,N,PC1CC=C1,"InChI=1S/C4H7P/c5-4-2-1-3-4/h1-2,4H,3,5H2",InChIKey=MLAWJMGFZKSWNQ-UHFFFAOYSA-N,94.37,Pr,    94.37(BP est)    -75.17(MP est)      ----(BP exp)      ----(MP exp)  PC1CC=C1 ,-75.17,Pred,N
C4H7P,C=CPC=C,12,5,1926,86.0738,divinylphosphane,N,C=CPC=C,"InChI=1S/C4H7P/c1-3-5-4-2/h3-5H,1-2H2",InChIKey=LVFABXZBYIFPAB-UHFFFAOYSA-N,59.51,Pr,    59.51(BP est)   -102.88(MP est)      ----(BP exp)      ----(MP exp)  C=CPC=C ,-102.88,Pred,N
C4H7P,CCPC#C,12,5,1927,86.0738,ethyl(ethynyl)phosphane,N,CCPC#C,"InChI=1S/C4H7P/c1-3-5-4-2/h1,5H,4H2,2H3",InChIKey=KQCFZYDIWAPXKT-UHFFFAOYSA-N,72.16,Pr,    72.16(BP est)    -73.94(MP est)      ----(BP exp)      ----(MP exp)  CCPC#C ,-73.94,Pred,N
C4H7P,CP(C)C#C,12,5,1928,86.0738,ethynyldimethylphosphane,N,CP(C)C#C,"InChI=1S/C4H7P/c1-4-5(2)3/h1H,2-3H3",InChIKey=AAZQUDYEQHIYSZ-UHFFFAOYSA-N,73.16,Pr,    73.16(BP est)    -74.33(MP est)      ----(BP exp)      ----(MP exp)  CP(C)C#C ,-74.33,Pred,N
C4H7P,CC#CPC,12,5,1929,86.0738,methyl(prop-1-yn-1-yl)phosphane,N,CC#CPC,"InChI=1S/C4H7P/c1-3-4-5-2/h5H,1-2H3",InChIKey=JTQWYIRMXKGXEJ-UHFFFAOYSA-N,81.44,Pr,    81.44(BP est)    -41.66(MP est)      ----(BP exp)      ----(MP exp)  CC#CPC ,-41.66,Pred,N
C4H7P,CPCC#C,12,5,1930,86.0738,methyl(prop-2-yn-1-yl)phosphane,N,CPCC#C,"InChI=1S/C4H7P/c1-3-4-5-2/h1,5H,4H2,2H3",InChIKey=SAYIMLSDKACOJJ-UHFFFAOYSA-N,72.16,Pr,    72.16(BP est)    -73.94(MP est)      ----(BP exp)      ----(MP exp)  CPCC#C ,-73.94,Pred,N
C3H5OP,O=P1C=CC1,10,5,2324,88.0458,2H-phosphete 1-oxide,N,O=P1C=CC1,"InChI=1S/C3H5OP/c4-5-2-1-3-5/h1-2,5H,3H2",InChIKey=HVCKXOKOODNRLU-UHFFFAOYSA-N,120.31,Pr,   120.31(BP est)    -60.03(MP est)      ----(BP exp)      ----(MP exp)  O=P1C=CC1 ,-60.03,Pred,N
C3H5OP,O=PCC=C,10,5,2325,88.0458,allyl(oxo)phosphane,N,O=PCC=C,"InChI=1S/C3H5OP/c1-2-3-5-4/h2H,1,3H2",InChIKey=CHHGJUKKYSXJTF-UHFFFAOYSA-N,106.82,Pr,   106.82(BP est)    -68.13(MP est)      ----(BP exp)      ----(MP exp)  O=PCC=C ,-68.13,Pred,N
C3H5OP,C#CPOC,10,5,2327,88.0458,ethynyl(methoxy)phosphane,N,C#CPOC,"InChI=1S/C3H5OP/c1-3-5-4-2/h1,5H,2H3",InChIKey=KPJZXOGNSHAAOQ-UHFFFAOYSA-N,73.13,Pr,    73.13(BP est)    -68.18(MP est)      ----(BP exp)      ----(MP exp)  C#CPOC ,-68.18,Pred,N
C3H5OP,O=P(C)C#C,10,5,2328,88.0458,ethynyl(methyl)phosphine oxide,N,O=P(C)C#C,"InChI=1S/C3H5OP/c1-3-5(2)4/h1,5H,2H3",InChIKey=IFPIBAOWKGBDCP-UHFFFAOYSA-N,114.69,Pr,   114.69(BP est)    -49.66(MP est)      ----(BP exp)      ----(MP exp)  O=P(C)C#C ,-49.66,Pred,N
C2H5N2P,C1CPN=N1,10,5,2331,88.0498,"4,5-dihydro-3H-1,2,3-diazaphosphole",N,C1CPN=N1,"InChI=1S/C2H5N2P/c1-2-5-4-3-1/h5H,1-2H2",InChIKey=BMVPOIQQWVXSEB-UHFFFAOYSA-N,111.38,Pr,   111.38(BP est)    -15.99(MP est)      ----(BP exp)      ----(MP exp)  C1CPN=N1 ,-15.99,Pred,N
C4H9P,CC1(P)CC1,14,5,2390,88.0898,(1-methylcyclopropyl)phosphane,N,CC1(P)CC1,"InChI=1S/C4H9P/c1-4(5)2-3-4/h2-3,5H2,1H3",InChIKey=CBBKHLTUXRTICV-UHFFFAOYSA-N,75.92,Pr,    75.92(BP est)    -67.22(MP est)      ----(BP exp)      ----(MP exp)  CC1(P)CC1 ,-67.22,Pred,N
C4H9P,C=C(C)CP,14,5,2391,88.0898,(2-methylallyl)phosphane,N,C=C(C)CP,"InChI=1S/C4H9P/c1-4(2)3-5/h1,3,5H2,2H3",InChIKey=FEOYEYLITBMPCC-UHFFFAOYSA-N,76.17,Pr,    76.17(BP est)    -95.93(MP est)      ----(BP exp)      ----(MP exp)  C=C(C)CP ,-95.93,Pred,N
C4H9P,PCC1CC1,14,5,2392,88.0898,(cyclopropylmethyl)phosphane,N,PCC1CC1,"InChI=1S/C4H9P/c5-3-4-1-2-4/h4H,1-3,5H2",InChIKey=FWJIRQKTBXOQGX-UHFFFAOYSA-N,88.94,Pr,    88.94(BP est)    -75.37(MP est)      ----(BP exp)      ----(MP exp)  PCC1CC1 ,-75.37,Pred,N
C4H9P,CCP1CC1,14,5,2393,88.0898,1-ethylphosphirane,N,CCP1CC1,"InChI=1S/C4H9P/c1-2-5-3-4-5/h2-4H2,1H3",InChIKey=KHBMOGCHGKJCJW-UHFFFAOYSA-N,73.59,Pr,    73.59(BP est)    -84.84(MP est)      ----(BP exp)      ----(MP exp)  CCP1CC1 ,-84.84,Pred,N
C4H9P,CP1CCC1,14,5,2394,88.0898,1-methylphosphetane,N,CP1CCC1,"InChI=1S/C4H9P/c1-5-3-2-4-5/h2-4H2,1H3",InChIKey=LECUUHMLSYIDOX-UHFFFAOYSA-N,75.88,Pr,    75.88(BP est)    -85.93(MP est)      ----(BP exp)      ----(MP exp)  CP1CCC1 ,-85.93,Pred,N
C4H9P,CCC1CP1,14,5,2395,88.0898,2-ethylphosphirane,N,CCC1CP1,"InChI=1S/C4H9P/c1-2-4-3-5-4/h4-5H,2-3H2,1H3",InChIKey=XZEBVKDAVOZAHU-UHFFFAOYSA-N,65.3,Pr,    65.30(BP est)    -88.70(MP est)      ----(BP exp)      ----(MP exp)  CCC1CP1 ,-88.7,Pred,N
C4H9P,CPCC=C,14,5,2396,88.0898,allyl(methyl)phosphane,N,CPCC=C,"InChI=1S/C4H9P/c1-3-4-5-2/h3,5H,1,4H2,2H3",InChIKey=CAPVDZRWHHENCL-UHFFFAOYSA-N,61.41,Pr,    61.41(BP est)   -101.44(MP est)      ----(BP exp)      ----(MP exp)  CPCC=C ,-101.44,Pred,N
C4H9P,C(=C/CP)\C,14,5,2397,88.0898,but-2-en-1-ylphosphane,N,C(=C/CP)\C,"InChI=1S/C4H9P/c1-2-3-4-5/h2-3H,4-5H2,1H3",InChIKey=QDWBHRYHSODJEG-UHFFFAOYSA-N,92.3,Pr,    92.30(BP est)    -85.90(MP est)      ----(BP exp)      ----(MP exp)  C(=C/CP)\C ,-85.9,Pred,N
C4H9P,C=CCCP,14,5,2398,88.0898,but-3-en-1-ylphosphane,N,C=CCCP,"InChI=1S/C4H9P/c1-2-3-4-5/h2H,1,3-5H2",InChIKey=LEXUGYVAEXLJBH-UHFFFAOYSA-N,82.93,Pr,    82.93(BP est)    -86.97(MP est)      ----(BP exp)      ----(MP exp)  C=CCCP ,-86.97,Pred,N
C4H9P,CC(P)C=C,14,5,2399,88.0898,but-3-en-2-ylphosphane,N,CC(P)C=C,"InChI=1S/C4H9P/c1-3-4(2)5/h3-4H,1,5H2,2H3",InChIKey=FOHQNSIGSFSYDB-UHFFFAOYSA-N,67.9,Pr,    67.90(BP est)    -98.86(MP est)      ----(BP exp)      ----(MP exp)  CC(P)C=C ,-98.86,Pred,N
C4H9P,PC1CCC1,14,5,2400,88.0898,cyclobutylphosphane,N,PC1CCC1,"InChI=1S/C4H9P/c5-4-2-1-3-4/h4H,1-3,5H2",InChIKey=BQWISXYMCKRFKS-UHFFFAOYSA-N,91.18,Pr,    91.18(BP est)    -76.48(MP est)      ----(BP exp)      ----(MP exp)  PC1CCC1 ,-76.48,Pred,N
C4H9P,CPC1CC1,14,5,2401,88.0898,cyclopropyl(methyl)phosphane,N,CPC1CC1,"InChI=1S/C4H9P/c1-5-4-2-3-4/h4-5H,2-3H2,1H3",InChIKey=ZTDHMWJQUHFIGL-UHFFFAOYSA-N,67.61,Pr,    67.61(BP est)    -89.78(MP est)      ----(BP exp)      ----(MP exp)  CPC1CC1 ,-89.78,Pred,N
C4H9P,CP(C)C=C,14,5,2402,88.0898,dimethyl(vinyl)phosphane,N,CP(C)C=C,"InChI=1S/C4H9P/c1-4-5(2)3/h4H,1H2,2-3H3",InChIKey=DSSXYAGZNBDVGP-UHFFFAOYSA-N,69,Ex,    62.43(BP est)   -101.83(MP est)      ----(BP exp)      ----(MP exp)  CP(C)C=C ,-101.83,Pred,N
C4H9P,CCPC=C,14,5,2403,88.0898,ethyl(vinyl)phosphane,N,CCPC=C,"InChI=1S/C4H9P/c1-3-5-4-2/h3,5H,1,4H2,2H3",InChIKey=AIHSIRBHMCWUDZ-UHFFFAOYSA-N,61.41,Pr,    61.41(BP est)   -101.44(MP est)      ----(BP exp)      ----(MP exp)  CCPC=C ,-101.44,Pred,N
C4H9P,C1CCCP1,14,5,2404,88.0898,phospholane,N,C1CCCP1,"InChI=1S/C4H9P/c1-2-4-5-3-1/h5H,1-4H2",InChIKey=GWLJTAJEHRYMCA-UHFFFAOYSA-N,77.16,Pr,    77.16(BP est)    -86.63(MP est)      ----(BP exp)      ----(MP exp)  C1CCCP1 ,-86.63,Pred,N
C2H4NOP,C1C=NPO1,9,5,2588,89.0338,"2,5-dihydro-1,3,2-oxazaphosphole",N,C1C=NPO1,"InChI=1S/C2H4NOP/c1-2-4-5-3-1/h1,5H,2H2",InChIKey=MEGSSYDTGZGMGW-UHFFFAOYSA-N,102.58,Pr,   102.58(BP est)    -41.05(MP est)      ----(BP exp)      ----(MP exp)  C1C=NPO1 ,-41.05,Pred,N
C2FOP,O=PC#CF,5,5,2739,89.9932,(fluoroethynyl)(oxo)phosphane,N,O=PC#CF,InChI=1S/C2FOP/c3-1-2-5-4,InChIKey=PZRMLKKHJRCWQL-UHFFFAOYSA-N,104.37,Pr,   104.37(BP est)    -20.26(MP est)      ----(BP exp)      ----(MP exp)  O=PC#CF ,-20.26,Pred,N
C2H3O2P,O=P(C#C)O,8,5,2740,90.0178,ethynylphosphinic acid,N,O=P(C#C)O,"InChI=1S/C2H3O2P/c1-2-5(3)4/h1,5H,(H,3,4)",InChIKey=MIQBCPGCMDWTHR-UHFFFAOYSA-N,190.89,Pr,   190.89(BP est)     -2.64(MP est)      ----(BP exp)      ----(MP exp)  O=P(C#C)O ,-2.64,Pred,N
C2H3O2P,C#CP(O)O,8,5,2741,90.0178,ethynylphosphonous acid,N,C#CP(O)O,"InChI=1S/C2H3O2P/c1-2-5(3)4/h1,3-4H",InChIKey=OYIXVCVYLRXFIW-UHFFFAOYSA-N,225.38,Pr,   225.38(BP est)     19.66(MP est)      ----(BP exp)      ----(MP exp)  C#CP(O)O ,19.66,Pred,N
C3H6NOP,CC#CP(=O)([H])N,8,5,2742,103.061,P-(prop-1-yn-1-yl)phosphinic amide,N,C(#N)P(N)O,"InChI=1S/C3H6NOP/c1-2-3-6(4)5/h6H,1H3,(H2,4,5)",InChIKey=LBBPBIBXULJRQS-UHFFFAOYSA-N,240.66,Pr,   240.66(BP est)     38.71(MP est)      ----(BP exp)      ----(MP exp)  C(#N)P(N)O ,38.71,Pred,N
C3H4FP,PC(F)C#C,9,5,2744,90.0372,(1-fluoroprop-2-yn-1-yl)phosphane,N,PC(F)C#C,"InChI=1S/C3H4FP/c1-2-3(4)5/h1,3H,5H2",InChIKey=VGUVPWQXORGKCD-UHFFFAOYSA-N,55.79,Pr,    55.79(BP est)    -83.37(MP est)      ----(BP exp)      ----(MP exp)  PC(F)C#C ,-83.37,Pred,N
C3H4FP,PCC#CF,9,5,2745,90.0372,(3-fluoroprop-2-yn-1-yl)phosphane,N,PCC#CF,"InChI=1S/C3H4FP/c4-2-1-3-5/h3,5H2",InChIKey=ZUMNOCJGBFAAOC-UHFFFAOYSA-N,80.38,Pr,    80.38(BP est)    -39.13(MP est)      ----(BP exp)      ----(MP exp)  PCC#CF ,-39.13,Pred,N
C3H4FP,CPC#CF,9,5,2746,90.0372,(fluoroethynyl)(methyl)phosphane,N,CPC#CF,"InChI=1S/C3H4FP/c1-5-3-2-4/h5H,1H3",InChIKey=ZJYJWFKXSMDGDX-UHFFFAOYSA-N,58.78,Pr,    58.78(BP est)    -53.62(MP est)      ----(BP exp)      ----(MP exp)  CPC#CF ,-53.62,Pred,N
C3H4FP,FC1C=CP1,9,5,2747,90.0372,"2-fluoro-1,2-dihydrophosphete",N,FC1C=CP1,"InChI=1S/C3H4FP/c4-3-1-2-5-3/h1-3,5H",InChIKey=RGXZEMBWZGMYTG-UHFFFAOYSA-N,47.9,Pr,    47.90(BP est)   -100.50(MP est)      ----(BP exp)      ----(MP exp)  FC1C=CP1 ,-100.5,Pred,N
C3H4FP,FC1=CPC1,9,5,2748,90.0372,"3-fluoro-1,2-dihydrophosphete",N,FC1=CPC1,"InChI=1S/C3H4FP/c4-3-1-5-2-3/h1,5H,2H2",InChIKey=AVZAEPNLSSMXSG-UHFFFAOYSA-N,53.17,Pr,    53.17(BP est)    -90.58(MP est)      ----(BP exp)      ----(MP exp)  FC1=CPC1 ,-90.58,Pred,N
C3H4FP,FC1=CCP1,9,5,2749,90.0372,"4-fluoro-1,2-dihydrophosphete",N,FC1=CCP1,"InChI=1S/C3H4FP/c4-3-1-2-5-3/h1,5H,2H2",InChIKey=RNLMOBZVGACRGD-UHFFFAOYSA-N,53.17,Pr,    53.17(BP est)    -90.58(MP est)      ----(BP exp)      ----(MP exp)  FC1=CCP1 ,-90.58,Pred,N
